"BehaviorSpace results (NetLogo 6.2.2)"
"visek_obstacles.nlogo"
"obst"
"11/04/2022 09:03:37:978 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","v","eta","[step]","get-global-alignment","get-global-cc"
"2","1","0","65","0.9548423507289173","0.21333333333333335"
"1","1","0","64","0.9219116324225994","0.31"
"4","1","30","61","0.6565894240885074","0.35333333333333333"
"6","1","30","61","0.7049075536905952","0.32"
"3","1","0","65","0.9249392348933263","0.23666666666666666"
"5","1","30","62","0.6597959792479855","0.35"
"2","1","0","66","0.9594827681995317","0.19"
"1","1","0","65","0.9237573234894058","0.31333333333333335"
"4","1","30","62","0.6630169492891445","0.36666666666666664"
"3","1","0","66","0.9274922291751274","0.22333333333333333"
"6","1","30","62","0.7092168410019631","0.3333333333333333"
"5","1","30","63","0.6569869650146255","0.31666666666666665"
"2","1","0","67","0.9652202692807572","0.21666666666666667"
"1","1","0","66","0.9275883975443221","0.31666666666666665"
"4","1","30","63","0.6645720515351806","0.3433333333333333"
"3","1","0","67","0.9280878446372486","0.22333333333333333"
"6","1","30","63","0.707579280191009","0.33"
"5","1","30","64","0.6609852084915521","0.3233333333333333"
"2","1","0","68","0.9627952850446493","0.24"
"1","1","0","67","0.9285518907202951","0.2966666666666667"
"3","1","0","68","0.929769571079615","0.23333333333333334"
"4","1","30","64","0.6687917046211058","0.3233333333333333"
"6","1","30","64","0.7054642480877378","0.3233333333333333"
"5","1","30","65","0.6718249041429568","0.34"
"2","1","0","69","0.9651763646885653","0.24"
"1","1","0","68","0.9317557068009159","0.30666666666666664"
"3","1","0","69","0.9291243369453612","0.21333333333333335"
"4","1","30","65","0.6545428084149192","0.3466666666666667"
"6","1","30","65","0.7027108080338966","0.3433333333333333"
"5","1","30","66","0.659507258575152","0.31666666666666665"
"2","1","0","70","0.9653449022318525","0.25"
"1","1","0","69","0.9419958222992472","0.28"
"3","1","0","70","0.9296000727746305","0.21666666666666667"
"4","1","30","66","0.6577010405805922","0.32666666666666666"
"5","1","30","67","0.670406255995977","0.30333333333333334"
"2","1","0","71","0.9679649059570278","0.26666666666666666"
"6","1","30","66","0.7079094253877712","0.32"
"1","1","0","70","0.9435181531994611","0.28"
"3","1","0","71","0.9307829218739588","0.23666666666666666"
"4","1","30","67","0.6650173009136063","0.35"
"2","1","0","72","0.974626173953741","0.28"
"5","1","30","68","0.651492128196639","0.32"
"6","1","30","67","0.7235396814023767","0.30666666666666664"
"1","1","0","71","0.9497148618448705","0.29333333333333333"
"3","1","0","72","0.9348779835075924","0.24666666666666667"
"2","1","0","73","0.9748767001032932","0.27"
"4","1","30","68","0.6368646583223986","0.35"
"5","1","30","69","0.6198481328824451","0.3333333333333333"
"1","1","0","72","0.9525337554794849","0.29333333333333333"
"3","1","0","73","0.9353179814626227","0.24"
"6","1","30","68","0.709437051863393","0.33"
"2","1","0","74","0.9735053547726875","0.2833333333333333"
"4","1","30","69","0.6417882591246657","0.35333333333333333"
"5","1","30","70","0.6247053694433563","0.31666666666666665"
"3","1","0","74","0.9370379543374704","0.25333333333333335"
"1","1","0","73","0.9554628093768099","0.29333333333333333"
"6","1","30","69","0.7088950994334804","0.32666666666666666"
"2","1","0","75","0.9742665588195221","0.27666666666666667"
"4","1","30","70","0.6467999745517458","0.38"
"3","1","0","75","0.9404382978533147","0.25333333333333335"
"5","1","30","71","0.6165069261002271","0.32"
"1","1","0","74","0.9574529749452407","0.29333333333333333"
"6","1","30","70","0.7191773441071767","0.29333333333333333"
"2","1","0","76","0.9789092480426287","0.2633333333333333"
"3","1","0","76","0.9420571128699601","0.23666666666666666"
"4","1","30","71","0.6807903301234303","0.34"
"1","1","0","75","0.9580969924937586","0.29"
"5","1","30","72","0.6287400417383909","0.32"
"6","1","30","71","0.7451862763529283","0.27666666666666667"
"2","1","0","77","0.9815554572322247","0.27"
"3","1","0","77","0.942875750960251","0.26"
"1","1","0","76","0.9623054459187427","0.28"
"4","1","30","72","0.6851446793056244","0.33666666666666667"
"5","1","30","73","0.6261661576351082","0.32666666666666666"
"2","1","0","78","0.9823948389494942","0.25666666666666665"
"6","1","30","72","0.7383856614181261","0.2966666666666667"
"3","1","0","78","0.9247841945980568","0.23666666666666666"
"1","1","0","77","0.9662024272625204","0.28"
"4","1","30","73","0.6752853555601622","0.3433333333333333"
"5","1","30","74","0.6346157807532425","0.31333333333333335"
"2","1","0","79","0.9829518547702762","0.26"
"6","1","30","73","0.736534071173084","0.32666666666666666"
"3","1","0","79","0.9251224924804983","0.23"
"1","1","0","78","0.9678713815497614","0.26"
"4","1","30","74","0.6913585410298896","0.31"
"5","1","30","75","0.6470560692297451","0.3"
"2","1","0","80","0.9833242755493427","0.21333333333333335"
"3","1","0","80","0.9227641335534134","0.22333333333333333"
"6","1","30","74","0.7378439499447795","0.31333333333333335"
"1","1","0","79","0.9694005525582029","0.2633333333333333"
"4","1","30","75","0.6932057382180649","0.33"
"5","1","30","76","0.6674236224285459","0.29"
"2","1","0","81","0.9842375739702315","0.23333333333333334"
"3","1","0","81","0.9312946057595485","0.23333333333333334"
"1","1","0","80","0.9686918240780787","0.25333333333333335"
"6","1","30","75","0.7368036777204281","0.29333333333333333"
"4","1","30","76","0.6851071003193115","0.31333333333333335"
"2","1","0","82","0.9845846850935345","0.22666666666666666"
"5","1","30","77","0.6809304160758969","0.31"
"3","1","0","82","0.9355166751876808","0.24333333333333335"
"1","1","0","81","0.9707523592753734","0.25666666666666665"
"6","1","30","76","0.7613817017490243","0.31333333333333335"
"2","1","0","83","0.9846808885004941","0.24333333333333335"
"3","1","0","83","0.9373933601410323","0.23666666666666666"
"4","1","30","77","0.684040329108897","0.33"
"5","1","30","78","0.7104996329965939","0.29333333333333333"
"1","1","0","82","0.9711402938976978","0.25666666666666665"
"6","1","30","77","0.7339830551692984","0.32"
"2","1","0","84","0.9847174485897409","0.25666666666666665"
"3","1","0","84","0.9358336650436762","0.24666666666666667"
"5","1","30","79","0.7126650165949403","0.31333333333333335"
"4","1","30","78","0.6822000854539054","0.3466666666666667"
"1","1","0","83","0.9703166309416134","0.23666666666666666"
"6","1","30","78","0.7034828878075877","0.3433333333333333"
"2","1","0","85","0.9847181206477148","0.24"
"3","1","0","85","0.9377171594613244","0.25666666666666665"
"5","1","30","80","0.7380343415629776","0.3233333333333333"
"1","1","0","84","0.9719007811071148","0.24666666666666667"
"4","1","30","79","0.6854592626975038","0.31666666666666665"
"2","1","0","86","0.9847102160462596","0.22666666666666666"
"6","1","30","79","0.7028370700713329","0.35"
"3","1","0","86","0.9319287131488937","0.26"
"5","1","30","81","0.7368521160184616","0.30666666666666664"
"1","1","0","85","0.9735598136377214","0.26"
"4","1","30","80","0.685491236065551","0.37"
"2","1","0","87","0.9726337200461934","0.22666666666666666"
"3","1","0","87","0.9135172012727433","0.25"
"6","1","30","80","0.7102662416356749","0.3466666666666667"
"1","1","0","86","0.9718244250155464","0.25333333333333335"
