"BehaviorSpace results (NetLogo 6.2.2)"
"creative_quick.nlogo"
"levy-msd"
"10/03/2022 17:04:53:331 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-30","30"
"[run number]","step-size","num","dist-type","[step]","get-msd","step-size * sqrt ticks"
"1","0.5","50","log-normal","3243","24.02558148910419","28.473672049807696"
"4","0.5","100","log-normal","2174","24.085824245828686","23.313086453749534"
"10","1","50","log-normal","891","24.199728645438295","29.8496231131986"
"1","0.5","50","log-normal","3244","24.00815157121127","28.478061731796284"
"10","1","50","log-normal","892","23.92441522262221","29.866369046136157"
"7","0.5","150","log-normal","547","15.749150026687346","11.6940155635265"
"4","0.5","100","log-normal","2175","24.142158671160413","23.318447632722037"
"1","0.5","50","log-normal","3245","24.20786425684812","28.48245073725223"
"10","1","50","log-normal","893","23.91910161238931","29.88310559496787"
"8","0.5","150","weibull","276","18.363325127170896","8.306623862918075"
"1","0.5","50","log-normal","3246","24.24517210791696","28.48683906648823"
"10","1","50","log-normal","894","23.922985772602328","29.899832775452108"
"4","0.5","100","log-normal","2176","24.108468863310073","23.323807579381203"
"7","0.5","150","log-normal","548","15.80365865572953","11.704699910719626"
"10","1","50","log-normal","895","23.878426920128216","29.916550603303182"
"1","0.5","50","log-normal","3247","24.25974788908301","28.49122671981675"
"10","1","50","log-normal","896","23.885220029142282","29.93325909419153"
"4","0.5","100","log-normal","2177","24.09747320950959","23.32916629457641"
"1","0.5","50","log-normal","3248","24.258540076188183","28.495613697550013"
"8","0.5","150","weibull","277","18.423291597468292","8.32165848854662"
"10","1","50","log-normal","897","23.99297760499267","29.949958263743873"
"7","0.5","150","log-normal","549","15.800134341838607","11.715374513859981"
"10","1","50","log-normal","898","23.758556114045135","29.966648127543394"
"4","0.5","100","log-normal","2178","24.220535236442092","23.33452377915607"
"1","0.5","50","log-normal","3249","24.265304223527803","28.5"
"10","1","50","log-normal","899","24.139964424444987","29.9833287011299"
"4","0.5","100","log-normal","2179","24.270509725915623","23.339880033967614"
"10","1","50","log-normal","900","24.24135047135458","30"
"1","0.5","50","log-normal","3250","24.210457106316387","28.50438562747845"
"7","0.5","150","log-normal","550","15.810513717732041","11.726039399558575"
"9","0.5","150","cauchy","169","24.924793155036948","6.5"
"10","1","50","log-normal","901","24.13329031435122","30.01666203960727"
"1","0.5","50","log-normal","3251","24.117603899910407","28.508770580296865"
"4","0.5","100","log-normal","2180","24.281259656097127","23.345235059857504"
"10","1","50","log-normal","902","24.13515774817176","30.033314835362415"
"8","0.5","150","weibull","278","18.44662563583207","8.336666000266533"
"1","0.5","50","log-normal","3252","24.208875767756236","28.513154858766505"
"10","1","50","log-normal","903","24.17346845457991","30.04995840263344"
"7","0.5","150","log-normal","551","15.794877129213141","11.736694594305503"
"1","0.5","50","log-normal","3253","24.249750616896463","28.5175384631984"
"4","0.5","100","log-normal","2181","24.27465924279166","23.350588857671234"
"10","1","50","log-normal","904","24.171422381873725","30.066592756745816"
"1","0.5","50","log-normal","3254","24.21326546988221","28.521921393903323"
"10","1","50","log-normal","905","24.177625784336843","30.083217912982647"
"8","0.5","150","weibull","279","18.529566161299087","8.351646544245034"
"7","0.5","150","log-normal","552","15.820691034921037","11.74734012447073"
"1","0.5","50","log-normal","3255","24.20232451493879","28.526303651191824"
"10","1","50","log-normal","906","24.073379380971154","30.099833886584822"
"4","0.5","100","log-normal","2182","24.2393676827673","23.355941428253324"
"1","0.5","50","log-normal","3256","24.19955514077137","28.53068523537421"
"10","1","50","log-normal","907","24.05277437694869","30.116440692751194"
"4","0.5","100","log-normal","2183","24.23580163994176","23.36129277244733"
"10","1","50","log-normal","908","23.954775726650585","30.133038346638727"
"1","0.5","50","log-normal","3257","24.08075386831655","28.53506614676055"
"7","0.5","150","log-normal","553","15.875809178568327","11.757976016304847"
"8","0.5","150","weibull","280","18.490876027543976","8.366600265340756"
"10","1","50","log-normal","909","23.766963592364036","30.14962686336267"
"1","0.5","50","log-normal","3258","24.082584589944037","28.53944638566067"
"4","0.5","100","log-normal","2184","24.2673673807781","23.366642891095847"
"10","1","50","log-normal","910","23.804211586041557","30.166206257996713"
"9","0.5","150","cauchy","170","24.989222875013684","6.519202405202649"
"7","0.5","150","log-normal","554","15.83660941995427","11.76860229593982"
"10","1","50","log-normal","911","23.653587450282867","30.18277654557314"
"4","0.5","100","log-normal","2185","24.227692469509755","23.371991785040485"
"10","1","50","log-normal","912","23.778975324045927","30.199337741083"
"1","0.5","50","log-normal","3259","24.073506993304136","28.543825952384168"
"10","1","50","log-normal","913","23.696349109545665","30.215889859476256"
"4","0.5","100","log-normal","2186","24.129185631512755","23.37733945512192"
"1","0.5","50","log-normal","3260","24.165648427540262","28.548204847240395"
"7","0.5","150","log-normal","555","15.873201889847929","11.779218989389747"
"10","1","50","log-normal","914","23.577856770063192","30.23243291566195"
"4","0.5","100","log-normal","2187","24.127571809517402","23.382685902179844"
"1","0.5","50","log-normal","3261","24.278136323909752","28.552583070538468"
"10","1","50","log-normal","915","23.576178327063733","30.24896692450835"
"9","0.5","150","cauchy","171","25.109248330161055","6.5383484153110105"
"8","0.5","150","weibull","281","18.452341823411007","8.381527307120106"
"7","0.5","150","log-normal","556","15.904658001839536","11.789826122551595"
"1","0.5","50","log-normal","3262","24.177289044713042","28.556960622587273"
"10","1","50","log-normal","916","23.69389774189182","30.265491900843113"
"4","0.5","100","log-normal","2188","24.15205055479615","23.388031127053"
"1","0.5","50","log-normal","3263","24.198326068001922","28.561337503695444"
"10","1","50","log-normal","917","23.741505026783454","30.28200785945344"
"1","0.5","50","log-normal","3264","24.29794926026226","28.5657137141714"
"7","0.5","150","log-normal","557","15.880377020814924","11.800423721205947"
"4","0.5","100","log-normal","2189","24.10725177882815","23.39337513057917"
"8","0.5","150","weibull","282","18.415873969390415","8.396427811873332"
"10","1","50","log-normal","918","23.718302307978593","30.298514815086232"
"1","0.5","50","log-normal","3265","24.374001636831178","28.570089254323307"
"10","1","50","log-normal","919","23.52570319984954","30.315012782448235"
"4","0.5","100","log-normal","2190","24.140758661424016","23.39871791359518"
"1","0.5","50","log-normal","3266","24.366063625776874","28.574464124459098"
"10","1","50","log-normal","920","23.58102394634082","30.331501776206203"
"7","0.5","150","log-normal","558","15.911348024061969","11.811011811017716"
"9","0.5","150","cauchy","172","25.251102195730027","6.557438524302"
"8","0.5","150","weibull","283","18.495508899429698","8.411301920630361"
"1","0.5","50","log-normal","3267","24.3806946230936","28.578838324886476"
"10","1","50","log-normal","921","23.577762911597926","30.347981810987037"
"4","0.5","100","log-normal","2191","24.097674592106586","23.4040594769369"
"1","0.5","50","log-normal","3268","24.28615882126365","28.583211855912904"
"10","1","50","log-normal","922","23.543135242628516","30.364452901377952"
"7","0.5","150","log-normal","559","15.896056013620004","11.821590417536889"
"4","0.5","100","log-normal","2192","24.123781095349955","23.40939982143925"
"10","1","50","log-normal","923","23.411152757780982","30.380915061926625"
"1","0.5","50","log-normal","3269","24.22774998719544","28.587584717845612"
"8","0.5","150","weibull","284","18.548334342465058","8.426149773176359"
"10","1","50","log-normal","924","23.33450988591059","30.397368307141328"
"4","0.5","100","log-normal","2193","24.119526465378236","23.41473894793619"
"10","1","50","log-normal","925","23.36350468421869","30.4138126514911"
"7","0.5","150","log-normal","560","15.896033379847209","11.832159566199232"
"10","1","50","log-normal","926","23.320947362334287","30.430248109405877"
"4","0.5","100","log-normal","2194","24.100681084706437","23.42007685726074"
"1","0.5","50","log-normal","3270","24.269779378792663","28.591956910991595"
"10","1","50","log-normal","927","23.23442277653293","30.44667469527666"
"8","0.5","150","weibull","285","18.668373580284964","8.440971508067067"
"1","0.5","50","log-normal","3271","24.302897670875033","28.59632843565761"
"7","0.5","150","log-normal","561","15.911403197770248","11.84271928232701"
"4","0.5","100","log-normal","2195","24.0475723380942","23.425413550244958"
"10","1","50","log-normal","928","23.293467251649712","30.463092423455635"
"10","1","50","log-normal","929","23.190209881009782","30.479501308256342"
"4","0.5","100","log-normal","2196","24.060143539560563","23.430749027719962"
"1","0.5","50","log-normal","3272","24.272890238307564","28.600699292150182"
"10","1","50","log-normal","930","23.056717984410334","30.495901363953813"
"7","0.5","150","log-normal","562","15.915513071092603","11.853269591129697"
"8","0.5","150","weibull","286","18.717566553629037","8.455767262643882"
"1","0.5","50","log-normal","3273","24.291410529768953","28.605069480775605"
"9","0.5","150","cauchy","173","25.08396427176066","6.576473218982953"
"10","1","50","log-normal","931","22.947175791926455","30.512292604784715"
"4","0.5","100","log-normal","2197","24.01825071100945","23.43608329051593"
"1","0.5","50","log-normal","3274","24.289859400686534","28.609439001839934"
"10","1","50","log-normal","932","23.142208720045797","30.528675044947494"
"7","0.5","150","log-normal","563","15.944338304505347","11.863810517704673"
"4","0.5","100","log-normal","2198","23.972858919340005","23.441416339462084"
"1","0.5","50","log-normal","3275","24.30583582148479","28.613807855648993"
"10","1","50","log-normal","933","23.159922123258852","30.54504869860253"
"8","0.5","150","weibull","287","18.696672269552504","8.470537173048708"
"1","0.5","50","log-normal","3276","24.288494380949647","28.61817604250837"
"10","1","50","log-normal","934","23.089422698981178","30.56141357987225"
"4","0.5","100","log-normal","2199","23.983370441717433","23.44674817538671"
"7","0.5","150","log-normal","564","15.995060598113662","11.874342087037917"
"1","0.5","50","log-normal","3277","24.189179891720233","28.622543562723422"
"10","1","50","log-normal","935","23.007426594094515","30.577769702841312"
"9","0.5","150","cauchy","174","25.11903567797743","6.59545297913646"
"10","1","50","log-normal","936","23.030116700803852","30.59411708155671"
"4","0.5","100","log-normal","2200","23.979105607831276","23.45207879911715"
"8","0.5","150","weibull","288","18.70954268458496","8.48528137423857"
"10","1","50","log-normal","937","22.999048672728737","30.610455730027933"
"1","0.5","50","log-normal","3278","24.187688523474968","28.626910416599273"
"7","0.5","150","log-normal","565","15.986317842502379","11.884864324004713"
"10","1","50","log-normal","938","22.976989651095483","30.62678566222711"
"1","0.5","50","log-normal","3279","24.29388335253293","28.631276604440817"
"10","1","50","log-normal","939","22.667058647001937","30.643106892089126"
"8","0.5","150","weibull","289","18.690011099906357","8.5"
"1","0.5","50","log-normal","3280","24.354843713290155","28.635642126552707"
"7","0.5","150","log-normal","566","16.007270834415845","11.895377253370318"
"10","1","50","log-normal","940","22.688102686926","30.659419433511783"
"1","0.5","50","log-normal","3281","24.392903817922253","28.64000698323937"
"9","0.5","150","cauchy","175","24.978854871438863","6.614378277661476"
"10","1","50","log-normal","941","22.701602250886847","30.675723300355934"
"1","0.5","50","log-normal","3282","24.463645792445515","28.64437117480501"
"8","0.5","150","weibull","290","18.704689716831282","8.514693182963201"
"10","1","50","log-normal","942","22.648649572280885","30.692018506445613"
"7","0.5","150","log-normal","567","15.942061033059655","11.905880899790658"
"1","0.5","50","log-normal","3283","24.60027198311419","28.648734701553575"
"10","1","50","log-normal","943","22.534757662814414","30.708305065568176"
"1","0.5","50","log-normal","3284","24.69325964660395","28.653097563788805"
"10","1","50","log-normal","944","22.529365639973232","30.72458299147443"
"8","0.5","150","weibull","291","18.68467793843888","8.52936105461599"
"9","0.5","150","cauchy","176","24.870774335727575","6.6332495807108"
"1","0.5","50","log-normal","3285","24.821874407568803","28.6574597618142"
"10","1","50","log-normal","945","22.503828691097844","30.740852297878796"
"7","0.5","150","log-normal","568","16.00191177214551","11.916375287812984"
"1","0.5","50","log-normal","3286","24.83194550476948","28.661821295933027"
"10","1","50","log-normal","946","22.56727919930899","30.757112998459398"
"10","1","50","log-normal","947","22.82407353295124","30.773365106858236"
"8","0.5","150","weibull","292","18.684741271140865","8.54400374531753"
"10","1","50","log-normal","948","22.819965753106644","30.789608636681304"
"7","0.5","150","log-normal","569","15.912342551606516","11.926860441876563"
"4","0.5","100","log-normal","2201","23.942685832487193","23.4574082114798"
"9","0.5","150","cauchy","177","24.988109474312775","6.652067347825035"
"10","1","50","log-normal","949","22.774252018567594","30.805843601498726"
"1","0.5","50","log-normal","3287","24.921420199768875","28.666182166448326"
"10","1","50","log-normal","950","22.813934439741686","30.822070014844883"
"4","0.5","100","log-normal","2202","23.93735529540551","23.46273641330013"
"1","0.5","50","log-normal","3288","24.834240549167387","28.6705423736629"
"8","0.5","150","weibull","293","18.674941040266045","8.558621384311845"
"7","0.5","150","log-normal","570","15.906767808975331","11.937336386313323"
"10","1","50","log-normal","951","22.79464312061128","30.83828789021855"
"1","0.5","50","log-normal","3289","24.85023049449732","28.674901917879335"
"4","0.5","100","log-normal","2203","23.96825091973057","23.46806340540267"
"10","1","50","log-normal","952","22.842128254978352","30.854497241083024"
"9","0.5","150","cauchy","178","24.99050704895061","6.670832032063167"
"10","1","50","log-normal","953","22.81429164782489","30.870698080866262"
"7","0.5","150","log-normal","571","15.87181601572951","11.947803145348521"
"8","0.5","150","weibull","294","18.75977700900871","8.573214099741124"
"4","0.5","100","log-normal","2204","24.016134672255358","23.473389188611005"
"10","1","50","log-normal","954","22.86612167299706","30.886890422961002"
"1","0.5","50","log-normal","3290","24.83077625057194","28.679260799399973"
"10","1","50","log-normal","955","22.870369344698215","30.903074280724887"
"1","0.5","50","log-normal","3291","24.79004835872009","28.683619018526933"
"4","0.5","100","log-normal","2205","23.971092373625996","23.47871376374779"
"7","0.5","150","log-normal","572","15.826603953661449","11.958260743101398"
"10","1","50","log-normal","956","22.70566782442936","30.919249667480614"
"1","0.5","50","log-normal","3292","24.67729392871488","28.687976575562104"
"8","0.5","150","weibull","295","18.866406537433964","8.587782018658833"
"10","1","50","log-normal","957","22.61132845723814","30.93541659651604"
"4","0.5","100","log-normal","2206","24.024395156667527","23.484037131634757"
"1","0.5","50","log-normal","3293","24.727701729185764","28.692333470807146"
"10","1","50","log-normal","958","22.632366850872284","30.95157508108432"
"7","0.5","150","log-normal","573","15.839134513125405","11.968709203585824"
"1","0.5","50","log-normal","3294","24.659373041807207","28.696689704563486"
"9","0.5","150","cauchy","179","24.707407823202523","6.689544080129826"
"10","1","50","log-normal","959","22.72055368255721","30.967725134404045"
"4","0.5","100","log-normal","2207","24.081757003991484","23.48935929309269"
"8","0.5","150","weibull","296","18.977401577183137","8.602325267042627"
"10","1","50","log-normal","960","22.722146156633073","30.983866769659336"
"4","0.5","100","log-normal","2208","24.048870650044044","23.49468024894146"
"7","0.5","150","log-normal","574","15.797121679765958","11.979148550710939"
"10","1","50","log-normal","961","22.824948078547013","31"
"10","1","50","log-normal","962","22.801869474764306","31.016124838541646"
"8","0.5","150","weibull","297","18.922387695549418","8.616843969807043"
"4","0.5","100","log-normal","2209","24.079451167512786","23.5"
"10","1","50","log-normal","963","22.729684839812226","31.0322412983658"
"1","0.5","50","log-normal","3295","24.75296759294409","28.70104527713233"
"7","0.5","150","log-normal","575","15.779105104141438","11.989578808281799"
"10","1","50","log-normal","964","22.78689976462158","31.04834939252005"
"4","0.5","100","log-normal","2210","24.136519693805447","23.50531854708632"
"9","0.5","150","cauchy","180","24.501373006918552","6.708203932499369"
"1","0.5","50","log-normal","3296","24.775780670868468","28.705400188814647"
"10","1","50","log-normal","965","22.8436659547574","31.064449134018133"
"8","0.5","150","weibull","298","18.91957088790081","8.631338250816034"
"10","1","50","log-normal","966","22.81612703201409","31.080540535840107"
"7","0.5","150","log-normal","576","15.750225938195792","12"
"4","0.5","100","log-normal","2211","24.150819017404103","23.510635891017493"
"10","1","50","log-normal","967","22.70314012792586","31.096623610932426"
"10","1","50","log-normal","968","22.74035014921384","31.11269837220809"
"4","0.5","100","log-normal","2212","24.13558910772763","23.515952032609693"
"8","0.5","150","weibull","299","18.99576128960244","8.645808232895291"
"7","0.5","150","log-normal","577","15.747305003941824","12.010412149464313"
"10","1","50","log-normal","969","22.66568877987914","31.12876483254676"
"1","0.5","50","log-normal","3297","24.82065000031135","28.709754439911183"
"9","0.5","150","cauchy","181","24.381013081001527","6.726812023536855"
"4","0.5","100","log-normal","2213","24.258842464980685","23.521266972678152"
"10","1","50","log-normal","970","22.84669049859921","31.144823004794873"
"1","0.5","50","log-normal","3298","24.782718094302354","28.71410803072246"
"8","0.5","150","weibull","300","18.993954447226916","8.660254037844387"
"7","0.5","150","log-normal","578","15.76379121020929","12.020815280171307"
"1","0.5","50","log-normal","3299","24.784359944547806","28.718460961548757"
"4","0.5","100","log-normal","2214","24.239591659514325","23.526580712037184"
"4","0.5","100","log-normal","2215","24.25061807063424","23.531893251500186"
"8","0.5","150","weibull","301","18.9246029798492","8.674675786448736"
"7","0.5","150","log-normal","579","15.788241041965723","12.031209415515965"
"1","0.5","50","log-normal","3300","24.795475060016223","28.722813232690143"
"9","0.5","150","cauchy","182","24.325073257392763","6.745368781616021"
"4","0.5","100","log-normal","2216","24.258183978541304","23.53720459187964"
"1","0.5","50","log-normal","3301","24.650176638138827","28.72716484444645"
"7","0.5","150","log-normal","580","15.822337743615412","12.041594578792296"
"8","0.5","150","weibull","302","18.996196304574532","8.689073598491383"
"1","0.5","50","log-normal","3302","24.690565502512264","28.731515797117282"
"4","0.5","100","log-normal","2217","24.430451429170798","23.542514733987108"
"1","0.5","50","log-normal","3303","24.756304136665424","28.735866091002023"
"10","1","50","log-normal","971","22.84736361310774","31.160872901765767"
"1","0.5","50","log-normal","3304","24.83508853040123","28.74021572639983"
"7","0.5","150","log-normal","581","15.85087230424451","12.05197079319395"
"4","0.5","100","log-normal","2218","24.423702501751507","23.547823678633232"
"8","0.5","150","weibull","303","19.021624774508002","8.703447592764606"
"10","1","50","log-normal","972","22.882746297774126","31.176914536239792"
"1","0.5","50","log-normal","3305","24.80385098694869","28.74456470360962"
"10","1","50","log-normal","973","23.395464120085478","31.192947920964443"
"4","0.5","100","log-normal","2219","24.416758063920707","23.553131426627754"
"9","0.5","150","cauchy","183","24.29866396095515","6.7638746292343415"
"1","0.5","50","log-normal","3306","24.784569262290304","28.7489130229301"
"7","0.5","150","log-normal","582","15.893687776863661","12.062338081814818"
"10","1","50","log-normal","974","23.387473351839446","31.20897306865447"
"8","0.5","150","weibull","304","19.01393848543631","8.717797887081348"
"10","1","50","log-normal","975","23.405194215831717","31.22498999199199"
"1","0.5","50","log-normal","3307","24.8705633016133","28.75326068465975"
"4","0.5","100","log-normal","2220","24.375949669467502","23.558437978779494"
"10","1","50","log-normal","976","23.227968368564024","31.240998703626616"
"1","0.5","50","log-normal","3308","24.889352742064485","28.75760768909681"
"7","0.5","150","log-normal","583","15.938314760001365","12.072696467649637"
"10","1","50","log-normal","977","23.227011503987793","31.25699921617557"
"4","0.5","100","log-normal","2221","24.462043085962605","23.56374333589636"
"1","0.5","50","log-normal","3309","24.90320375794292","28.76195403653931"
"8","0.5","150","weibull","305","19.06479361193668","8.73212459828649"
"10","1","50","log-normal","978","23.35253334827301","31.272991542223778"
"10","1","50","log-normal","979","23.319749589142706","31.28897569432403"
"4","0.5","100","log-normal","2222","24.406539243197738","23.569047498785352"
"7","0.5","150","log-normal","584","15.966622972384783","12.083045973594572"
"1","0.5","50","log-normal","3310","24.888791272897997","28.766299727285052"
"9","0.5","150","cauchy","184","24.329264126431706","6.782329983125268"
"10","1","50","log-normal","980","23.22946985455254","31.304951684997057"
"1","0.5","50","log-normal","3311","24.835792410626873","28.770644761631605"
"4","0.5","100","log-normal","2223","24.47238872161539","23.574350468252568"
"10","1","50","log-normal","981","23.292778440395384","31.32091952673165"
"8","0.5","150","weibull","306","18.96614113760728","8.74642784226795"
"1","0.5","50","log-normal","3312","24.801718930075072","28.77498913987632"
"7","0.5","150","log-normal","585","16.0178325749187","12.093386622447824"
"10","1","50","log-normal","982","23.387573734655465","31.336879231984796"
"1","0.5","50","log-normal","3313","24.728380078652325","28.77933286231632"
"4","0.5","100","log-normal","2224","24.53751650044876","23.57965224510319"
"10","1","50","log-normal","983","23.29849589022884","31.352830813181765"
"1","0.5","50","log-normal","3314","24.58915631290564","28.78367592924851"
"10","1","50","log-normal","984","23.19627849632863","31.368774282716245"
"7","0.5","150","log-normal","586","16.130936142689844","12.103718436910205"
"8","0.5","150","weibull","307","19.019048329055458","8.760707733967616"
"4","0.5","100","log-normal","2225","24.489763285054345","23.58495283014151"
"9","0.5","150","cauchy","185","24.38111568749588","6.800735254367722"
"10","1","50","log-normal","985","23.182565962434175","31.38470965295043"
"1","0.5","50","log-normal","3315","24.545868573142535","28.788018340969565"
"10","1","50","log-normal","986","23.24186311469156","31.400636936215164"
"1","0.5","50","log-normal","3316","24.52736637234343","28.792360097775937"
"4","0.5","100","log-normal","2226","24.489000296034355","23.590252224170897"
"7","0.5","150","log-normal","587","16.13092059990594","12.114041439585717"
"10","1","50","log-normal","987","23.436480872523727","31.416556144810016"
"1","0.5","50","log-normal","3317","24.639711952682344","28.79670119996386"
"8","0.5","150","weibull","308","18.950108637259998","8.774964387392123"
"10","1","50","log-normal","988","23.427625625455867","31.432467291003423"
"1","0.5","50","log-normal","3318","24.653624993399674","28.801041647829337"
"4","0.5","100","log-normal","2227","24.47492751880147","23.595550427993835"
"10","1","50","log-normal","989","23.361355069574643","31.448370387032774"
"1","0.5","50","log-normal","3319","24.711488850089513","28.805381441668153"
"7","0.5","150","log-normal","588","16.109182348736205","12.12435565298214"
"10","1","50","log-normal","990","23.350205265424286","31.464265445104548"
"4","0.5","100","log-normal","2228","24.528070633644695","23.600847442411894"
"1","0.5","50","log-normal","3320","24.678449501546822","28.809720581775867"
"9","0.5","150","cauchy","186","24.387099694605208","6.819090848492928"
"10","1","50","log-normal","991","23.331923927908615","31.480152477394387"
"8","0.5","150","weibull","309","18.92393507160925","8.789197915623474"
"7","0.5","150","log-normal","589","16.140715789877486","12.134661099511597"
"10","1","50","log-normal","992","23.308508071821255","31.496031496047245"
"4","0.5","100","log-normal","2229","24.51967277452667","23.606143268225754"
"1","0.5","50","log-normal","3321","24.70672980070208","28.81405906844782"
"10","1","50","log-normal","993","23.36805881024644","31.51190251317746"
"1","0.5","50","log-normal","3322","24.77015020863007","28.818396901979124"
"10","1","50","log-normal","994","23.321445622403253","31.52776554086889"
"7","0.5","150","log-normal","590","16.210024378767276","12.144957801491119"
"4","0.5","100","log-normal","2230","24.59240606612819","23.61143790623519"
"1","0.5","50","log-normal","3323","24.812519327101192","28.822734082664677"
"8","0.5","150","weibull","310","18.89948011392446","8.803408430829505"
"10","1","50","log-normal","995","23.49206500210307","31.54362059117501"
"1","0.5","50","log-normal","3324","24.78323491989127","28.827070610799147"
"10","1","50","log-normal","996","23.32856013947198","31.559467676119"
"4","0.5","100","log-normal","2231","24.521799671407607","23.616731357239086"
"7","0.5","150","log-normal","591","16.19753992439225","12.155245781143218"
"1","0.5","50","log-normal","3325","24.640573974720247","28.83140648667699"
"9","0.5","150","cauchy","187","24.416891047305423","6.837397165588672"
"10","1","50","log-normal","997","23.308085707466407","31.575306807693888"
"4","0.5","100","log-normal","2232","24.54156859729624","23.62202362203543"
"10","1","50","log-normal","998","23.18220808012373","31.591137997862628"
"1","0.5","50","log-normal","3326","24.637125630471548","28.83574171059243"
"10","1","50","log-normal","999","23.130703398625506","31.606961258558215"
"8","0.5","150","weibull","311","18.8543737735134","8.817596044274199"
"7","0.5","150","log-normal","592","16.258196143161047","12.165525060596439"
"1","0.5","50","log-normal","3327","24.73819764190422","28.840076282839476"
"4","0.5","100","log-normal","2233","24.542396722512333","23.62731470142132"
"10","1","50","log-normal","1000","23.115867568691815","31.622776601683793"
"9","0.5","150","cauchy","188","24.372341499214627","6.855654600401044"
"4","0.5","100","log-normal","2234","24.568569562850794","23.632604596192948"
"7","0.5","150","log-normal","593","16.27911315409429","12.175795661885921"
"8","0.5","150","weibull","312","18.928312939996545","8.831760866327848"
"4","0.5","100","log-normal","2235","24.620886563429043","23.637893307145628"
"7","0.5","150","log-normal","594","16.28427649897838","12.186057606953941"
"9","0.5","150","cauchy","189","24.386658620560823","6.87386354243376"
"4","0.5","100","log-normal","2236","24.628969712127116","23.643180835073778"
"8","0.5","150","weibull","313","18.97648796171387","8.845903006477066"
"7","0.5","150","log-normal","595","16.234222951769162","12.196310917650468"
"4","0.5","100","log-normal","2237","24.70780677252988","23.648467180770936"
"9","0.5","150","cauchy","190","24.209020327893317","6.892024376045111"
"8","0.5","150","weibull","314","19.001413273892876","8.860022573334675"
"4","0.5","100","log-normal","2238","24.728833551814397","23.65375234502974"
"7","0.5","150","log-normal","596","16.24175162884122","12.206555615733702"
"4","0.5","100","log-normal","2239","24.741018867104298","23.65903632864196"
"8","0.5","150","weibull","315","19.034332921822237","8.874119674649425"
"10","1","50","log-normal","1001","23.201730078779942","31.63858403911275"
"7","0.5","150","log-normal","597","16.236114761410974","12.216791722870616"
"9","0.5","150","cauchy","191","24.216773169587867","6.910137480542627"
"10","1","50","log-normal","1002","23.2458914719429","31.654383582688826"
"4","0.5","100","log-normal","2240","24.74300230888553","23.664319132398465"
"10","1","50","log-normal","1003","23.24705754413805","31.670175244226233"
"8","0.5","150","weibull","316","19.0621449362133","8.888194417315589"
"7","0.5","150","log-normal","598","16.201631426670822","12.227019260637483"
"10","1","50","log-normal","1004","23.304825377020432","31.68595903550972"
"4","0.5","100","log-normal","2241","24.784603974513352","23.66960075708925"
"10","1","50","log-normal","1005","23.32923634901583","31.701734968294716"
"10","1","50","log-normal","1006","23.38880694938553","31.71750305430741"
"4","0.5","100","log-normal","2242","24.778995385111813","23.67488120350343"
"10","1","50","log-normal","1007","23.40135090889703","31.73326330524486"
"7","0.5","150","log-normal","599","16.2285300400784","12.237238250520416"
"10","1","50","log-normal","1008","23.39559435736269","31.74901573277509"
"4","0.5","100","log-normal","2243","24.761807055583795","23.680160472429236"
"10","1","50","log-normal","1009","23.36284898175021","31.76476034853718"
"4","0.5","100","log-normal","2244","24.837031541784803","23.68543856465402"
"10","1","50","log-normal","1010","23.457470365825944","31.78049716414141"
"8","0.5","150","weibull","317","19.086155183785124","8.902246907382429"
"7","0.5","150","log-normal","600","16.199971576383383","12.24744871391589"
"9","0.5","150","cauchy","192","24.21904984680812","6.928203230275509"
"1","0.5","50","log-normal","3328","24.660175484425256","28.844410203711913"
"10","1","50","log-normal","1011","23.436471573193163","31.796226191169293"
"4","0.5","100","log-normal","2245","24.83184430716893","23.69071548096427"
"10","1","50","log-normal","1012","23.32764016244628","31.811947441173732"
"1","0.5","50","log-normal","3329","24.705270439962995","28.848743473503312"
"10","1","50","log-normal","1013","23.271285350845094","31.827660925679098"
"7","0.5","150","log-normal","601","16.233939796424064","12.257650672131263"
"8","0.5","150","weibull","318","19.040387780772516","8.916277250063503"
"4","0.5","100","log-normal","2246","24.80733862021866","23.695991222145572"
"1","0.5","50","log-normal","3330","24.607662104707686","28.853076092507017"
"10","1","50","log-normal","1014","23.200235259385394","31.843366656181317"
"9","0.5","150","cauchy","193","24.20031512981823","6.946221994724902"
"1","0.5","50","log-normal","3331","24.67499823454535","28.85740806101615"
"10","1","50","log-normal","1015","23.419547770441234","31.85906464414798"
"4","0.5","100","log-normal","2247","24.751336687375023","23.701265788982663"
"10","1","50","log-normal","1016","23.452495065912355","31.874754901018456"
"1","0.5","50","log-normal","3332","24.752616156832193","28.861739379323623"
"8","0.5","150","weibull","319","19.046132866807046","8.930285549745875"
"7","0.5","150","log-normal","602","16.19432976827906","12.267844146385297"
"10","1","50","log-normal","1017","23.481864617712485","31.89043743820395"
"1","0.5","50","log-normal","3333","24.67984498386126","28.86607004772212"
"9","0.5","150","cauchy","194","24.389735609919622","6.96419413859206"
"4","0.5","100","log-normal","2248","24.772856878717697","23.706539182259394"
"7","0.5","150","log-normal","603","16.187175920614465","12.278029157808675"
"1","0.5","50","log-normal","3334","24.68758096012309","28.8704000665041"
"8","0.5","150","weibull","320","18.988333551947523","8.94427190999916"
"10","1","50","log-normal","1018","23.812675283325902","31.906112267087632"
"1","0.5","50","log-normal","3335","24.619767927882794","28.87472943596182"
